,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
2278,0,0,1,1,48,1,0,2,1,1,1,1,1,1,2,0,3,19.55,6287
6463,1,0,0,0,3,1,0,0,0,2,0,0,0,0,0,1,3,49.9,546
8282,0,0,0,0,12,1,0,1,1,0,0,1,2,2,0,1,1,94.87764223593797,237
7177,0,0,1,0,31,1,0,1,0,0,2,0,2,2,0,1,2,97.87855407427102,2642
7591,0,0,0,0,5,1,0,1,0,1,1,0,1,2,0,0,2,94.39351690834557,6180
9368,0,0,0,0,5,1,0,1,0,0,0,0,1,1,0,1,2,90.94784717294651,3878
608,1,0,0,0,49,0,1,0,0,0,2,0,0,0,0,1,0,30.2,839
7572,1,1,1,0,13,1,0,1,0,1,1,0,2,2,0,1,2,97.23672727784269,433
5332,0,1,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,89.3,6299
7965,0,0,0,0,28,1,2,1,0,0,0,1,2,2,0,0,2,101.90415507594335,2466
2099,1,1,1,0,52,1,0,1,2,0,2,2,2,2,1,1,0,104.45,4549
8738,0,0,0,0,48,1,0,1,0,1,0,0,1,1,0,0,1,91.09663927933343,3767
8174,0,0,1,0,36,1,2,1,0,0,0,0,2,1,0,1,1,93.30391628581575,3004
8936,0,0,0,0,5,1,1,1,0,0,0,0,2,0,0,1,2,85.86423409588836,4012
7009,0,0,0,0,9,1,0,1,0,0,0,0,1,0,0,1,0,77.80738313194377,5598
5838,0,1,0,0,60,1,2,1,0,0,2,2,2,2,1,1,2,106.0,5181
8862,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,2,80.06391601557686,6014
8544,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.451005065774766,1483
5634,1,0,0,0,21,1,2,1,0,0,0,0,0,0,0,0,3,75.3,1022
6214,1,0,0,0,4,1,0,0,0,0,0,0,0,2,0,1,2,55.9,2018
5666,0,0,0,0,69,1,2,0,2,2,0,2,0,0,2,1,3,66.9,3894
5678,1,0,0,0,7,1,0,1,2,0,0,0,0,0,0,0,3,74.35,4456
8426,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,69.55,5447
4035,1,0,1,1,71,1,0,2,1,1,1,1,1,1,2,1,0,19.6,700
4832,0,0,0,0,26,1,0,0,0,2,2,0,0,0,0,1,1,54.75,744
2229,0,0,1,1,45,1,0,2,1,1,1,1,1,1,2,0,3,20.85,6308
5523,1,1,1,0,3,1,2,1,0,0,0,0,2,2,0,1,2,94.6,2418
7645,0,0,0,0,1,1,2,1,0,2,0,0,1,0,0,1,1,90.64552593642587,6325
5210,1,0,1,1,39,1,0,0,2,2,2,0,0,0,1,0,2,59.8,1978
4897,0,0,1,0,61,1,0,2,1,1,1,1,1,1,2,0,1,20.25,511
5921,1,0,0,0,52,1,0,0,2,0,2,0,0,0,1,0,2,53.75,2419
2127,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.2,3814
1352,0,0,0,0,60,1,0,1,0,2,2,0,2,2,2,1,2,99.65,4873
4646,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,3,79.65,940
3495,1,0,0,0,29,1,0,2,1,1,1,1,1,1,1,0,3,19.1,4421
6761,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,2,74.92656284424729,5724
2168,0,0,1,1,48,0,1,0,2,0,2,0,0,2,1,0,1,45.0,1817
8153,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.86825329673273,5453
8048,1,0,0,0,9,1,0,1,0,0,0,0,0,0,0,1,2,73.200189237355,1711
3015,0,0,0,0,72,1,2,1,0,2,2,2,2,2,2,1,0,111.6,6028
7361,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,2,78.5458864027612,1039
6654,0,0,1,0,10,1,1,1,2,1,1,0,0,0,0,0,0,86.64740878899974,6256
9428,0,0,0,0,11,1,2,1,0,0,0,1,2,2,0,1,2,100.09187223307022,257
2782,1,0,0,0,2,1,0,1,0,2,0,0,0,0,0,1,2,74.75,812
8613,0,0,0,0,12,1,2,1,0,0,0,0,0,0,0,1,2,80.07133397227065,6527
1272,1,0,1,1,45,1,0,0,2,2,2,2,2,2,2,1,3,84.35,3301
8460,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,1,44.5562301278718,6482
1996,1,0,1,0,51,1,2,1,0,2,2,0,2,2,1,1,0,106.8,4557
2283,1,0,1,1,60,1,0,2,1,1,1,1,1,1,2,0,3,20.55,375
8887,0,0,0,0,57,0,0,0,0,2,0,0,1,1,0,1,2,53.86296552478785,2628
7055,0,0,0,0,36,1,2,1,0,1,0,0,2,2,0,1,2,98.88430158626859,3121
2280,1,0,0,1,1,1,0,0,2,2,0,2,0,2,0,1,0,70.45,5510
8959,0,0,0,0,7,1,0,1,0,0,1,0,2,0,0,1,2,83.65271138331511,4819
3716,0,0,0,1,5,1,0,0,0,0,0,2,0,0,0,1,3,51.0,2468
9092,0,0,0,0,10,1,0,1,0,0,0,0,2,2,0,0,0,93.17577279124207,85
6950,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,0,55.81571633656125,4345
7368,0,0,1,0,8,1,0,1,1,0,0,0,0,0,0,0,1,77.57851856653228,5100
4080,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,24.75,2043
451,0,1,0,0,5,0,1,0,0,2,0,0,0,0,0,0,2,28.45,568
9542,0,0,0,0,44,1,2,1,0,0,0,0,2,2,0,0,1,96.09702606119464,3708
9397,0,0,0,0,4,1,0,1,0,0,0,0,0,1,0,0,1,79.96403081865279,1394
2772,0,0,1,1,55,1,0,1,0,0,0,0,0,0,2,1,1,69.05,3288
4996,0,0,0,0,18,1,2,0,0,0,0,0,0,0,0,1,2,50.3,6351
3471,1,0,0,0,4,1,2,1,0,0,0,0,0,0,0,1,2,76.05,2763
3447,0,0,0,0,3,1,2,1,0,0,0,0,2,2,0,1,2,96.6,2516
3982,1,0,0,0,69,1,2,0,2,2,2,2,2,2,2,0,3,90.65,5110
3303,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,2,50.75,4234
3145,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,19.0,5665
3352,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,1,3,24.4,3114
5709,1,0,0,0,17,1,0,0,0,0,0,2,0,0,0,0,3,51.5,6328
2350,0,0,0,0,70,1,2,1,2,2,2,2,2,2,2,1,1,111.95,5906
5441,1,0,1,1,49,1,2,1,0,0,0,0,2,0,0,0,2,84.5,3626
1784,1,0,1,1,37,1,0,2,1,1,1,1,1,1,2,0,0,19.8,5646
6314,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.85,3825
49,1,1,1,1,66,1,2,1,0,2,2,2,2,2,1,1,2,108.45,5555
5295,0,1,0,0,38,1,0,2,1,1,1,1,1,1,2,0,3,20.2,5696
1766,1,0,0,0,56,1,2,1,0,2,0,2,0,2,0,1,2,94.45,4314
4736,1,1,0,0,55,1,2,1,2,2,2,2,2,2,0,1,2,116.5,5146
3730,0,0,0,0,44,1,2,0,0,0,0,0,0,0,0,1,3,50.15,1757
9160,1,0,0,0,2,1,1,1,0,0,0,0,2,2,0,1,2,94.03993028276041,1566
6471,0,1,1,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.45,5720
6659,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,53.94472093500225,4433
7454,1,0,0,0,42,1,2,1,0,0,0,2,2,2,1,1,2,100.36506562779779,3595
2704,0,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,0,63.8,3963
6074,0,0,0,0,22,1,0,2,1,1,1,1,1,1,1,1,3,19.25,3514
7127,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,2,20.451337199505524,833
2586,0,0,0,0,50,1,2,1,2,2,0,2,2,2,2,1,2,109.65,4604
5862,1,0,1,1,55,1,0,1,0,2,0,2,0,0,0,0,2,79.4,3615
4086,0,0,0,0,18,1,0,1,0,0,0,0,0,0,0,1,2,69.8,408
5832,1,0,0,0,28,1,0,1,0,2,0,2,2,0,1,1,0,91.25,2132
4821,1,0,1,1,12,1,0,2,1,1,1,1,1,1,0,1,2,21.15,2659
3483,0,0,1,1,40,1,2,2,1,1,1,1,1,1,0,1,2,26.2,149
4037,0,0,0,0,45,1,0,1,2,2,0,0,2,2,1,1,2,100.3,3802
2909,0,0,1,1,41,1,2,1,0,2,2,2,2,2,1,1,0,109.1,3781
8485,0,0,1,0,48,1,2,0,1,0,1,1,1,2,1,0,2,83.71191650560202,3461
7399,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,2,45.066218289021855,2351
3362,0,0,1,0,24,1,2,1,0,0,2,0,0,0,0,1,3,79.65,1525
5041,0,0,0,0,62,1,0,0,2,0,0,2,0,2,2,1,3,65.1,3291
1669,0,0,0,0,30,1,0,2,1,1,1,1,1,1,2,0,1,19.4,4768
8359,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,1,1,51.727656339045616,1186
9219,0,0,1,0,28,1,0,1,1,0,0,0,1,2,0,1,2,91.99071988176648,2252
5970,0,0,0,0,6,1,0,2,1,1,1,1,1,1,2,0,3,19.55,439
4396,1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,1,19.85,1491
4250,0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,1,1,24.15,1299
152,1,0,1,0,43,1,0,1,2,0,2,2,0,0,1,1,0,84.25,3064
7621,0,0,0,0,9,1,0,1,0,0,0,0,1,0,0,1,2,77.22759080245606,812
646,1,0,1,1,29,1,2,0,0,2,2,0,2,2,0,0,1,80.1,1847
5493,1,1,1,0,18,1,0,1,0,0,0,0,0,2,0,0,2,78.55,776
4776,0,0,1,0,53,1,2,1,0,2,2,2,2,2,1,1,0,108.95,4719
8497,1,0,0,0,10,1,0,1,0,0,2,0,2,2,0,1,2,99.09480400517593,90
1312,1,0,1,1,67,1,2,1,0,2,0,0,0,2,0,1,0,89.55,5138
7569,0,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,1,19.77265276230869,2490
7312,1,0,0,0,7,1,0,1,0,2,0,0,1,2,0,1,1,94.42707935493263,5319
6072,0,1,0,0,54,1,2,0,0,2,0,2,2,0,1,0,3,72.1,3323
8431,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,2,76.109140358072,5820
8024,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,73.54416570025774,5666
6454,0,0,0,0,8,1,2,1,0,0,0,0,2,2,0,0,0,95.65,5901
9301,0,1,1,0,9,0,1,0,0,0,0,0,1,0,0,1,2,37.70539865751575,6396
2841,0,0,0,0,37,1,2,1,0,0,2,0,2,2,0,1,2,100.05,3268
1721,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,46.2,3905
7317,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,1,1,69.81202535415439,1576
2819,1,0,0,1,1,1,0,0,0,2,0,0,0,0,0,1,2,49.9,4147
4385,1,0,0,0,31,1,0,0,2,2,2,2,2,0,0,1,0,72.45,1770
3256,1,0,1,1,11,1,0,2,1,1,1,1,1,1,0,0,0,20.95,2323
4828,0,0,1,0,8,1,0,1,0,2,2,0,2,2,0,0,2,101.15,6184
7164,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,2,46.61657223076985,2351
8436,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.12695468724546,5503
3591,1,0,1,0,42,1,2,0,2,0,0,0,0,0,1,0,1,56.1,2022
677,0,0,1,1,61,1,2,2,1,1,1,1,1,1,2,1,3,24.1,990
6242,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,0,1,117.5,6261
2314,0,0,0,0,70,1,2,2,1,1,1,1,1,1,1,0,1,26.05,1420
3767,0,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,3,20.9,2119
4581,0,1,1,1,68,0,1,0,0,2,2,0,2,2,2,1,2,53.0,3161
6855,0,0,0,0,34,1,2,1,0,1,2,0,2,2,0,1,2,105.79849071709155,3072
2934,1,1,0,0,39,1,2,1,0,2,0,0,0,2,0,0,2,90.7,2957
622,1,0,0,0,3,1,0,0,2,0,0,2,2,0,0,1,1,64.4,1553
1831,1,0,1,1,72,1,0,0,2,0,2,2,2,2,2,1,2,80.8,4727
6233,1,1,1,0,51,1,2,1,2,0,2,0,0,2,1,1,0,93.65,4084
1725,0,1,0,0,38,1,0,0,2,2,0,0,0,0,0,1,1,57.15,1889
50,0,0,1,1,34,1,2,2,1,1,1,1,1,1,2,0,1,24.95,6314
1739,0,0,1,1,41,1,0,2,1,1,1,1,1,1,2,0,0,19.7,6036
5572,0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,19.95,177
4510,1,0,1,0,4,1,2,0,0,0,2,0,2,0,0,0,2,65.6,2161
3493,1,1,1,1,66,1,2,0,2,2,2,2,2,0,2,0,1,79.4,4333
7212,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0,1,2,46.90734850224756,1392
2502,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,44.0,3734
3978,1,0,1,1,33,1,0,0,0,2,2,2,2,2,2,0,1,82.1,2253
3853,0,0,1,0,62,1,2,1,0,0,2,0,2,2,0,1,2,101.35,5027
7002,0,0,0,0,15,1,1,1,0,0,0,1,2,0,0,1,2,87.1175876694906,1111
1937,0,0,0,1,50,1,0,2,1,1,1,1,1,1,2,0,1,20.15,6487
1873,1,0,1,0,52,1,0,0,2,2,0,0,2,2,1,1,3,75.4,3305
2814,0,1,1,0,25,1,0,1,0,0,0,0,0,0,0,1,2,69.3,1365
8355,0,0,0,0,14,1,1,1,0,1,0,1,0,0,0,0,2,83.36283220050035,920
3509,1,0,0,0,42,1,2,1,0,0,0,2,2,2,0,1,2,100.3,3606
6526,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,75.34295459655348,5769
6023,0,0,0,0,25,1,0,0,0,2,0,2,0,2,0,1,0,65.8,1167
6002,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,25.05,2148
8352,0,0,0,0,11,1,0,1,0,1,0,0,2,2,0,1,1,96.70476492992726,231
1519,0,0,1,1,68,1,2,1,0,2,2,0,0,0,2,1,1,84.4,4746
9356,0,0,0,0,4,1,0,0,0,0,2,0,2,1,0,1,2,70.82076131663067,3001
920,1,0,0,0,21,1,0,2,1,1,1,1,1,1,0,0,3,20.0,3565
8908,1,0,0,0,29,0,0,0,1,1,0,1,2,0,0,0,1,50.11182478573857,1454
7787,1,0,0,0,4,1,2,0,0,0,0,0,0,1,0,0,3,72.84601092508056,4920
566,0,0,0,0,62,1,2,1,2,2,2,0,0,0,1,1,2,92.05,4751
6246,1,0,0,0,38,1,0,0,0,0,2,2,0,2,1,1,3,62.3,1995
1986,1,0,0,0,3,1,0,0,0,0,0,2,0,0,0,1,3,50.5,867
1200,0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,1,2,44.05,4080
1646,1,0,1,0,71,1,2,1,0,2,2,0,0,2,0,1,0,93.25,5298
6345,0,0,0,0,6,1,0,1,0,0,0,0,2,2,0,1,2,89.5,4730
2201,0,0,1,0,35,1,0,1,0,0,0,0,0,0,0,1,2,70.3,2060
7956,1,0,0,0,4,1,1,1,0,0,0,0,0,0,0,1,0,74.1974278267626,2654
2845,1,0,0,0,6,1,0,1,0,2,0,0,0,2,0,1,2,84.4,4609
102,0,0,0,0,41,1,0,2,1,1,1,1,1,1,2,0,3,20.65,6160
2563,1,0,0,0,13,1,0,1,0,0,0,0,0,0,0,1,2,70.15,6402
7791,0,0,0,0,31,1,2,1,0,0,1,1,2,2,0,1,2,100.55165964956207,3601
5432,1,0,0,0,10,1,0,0,2,0,0,0,0,0,0,1,3,51.65,4393
8921,1,1,0,0,19,1,0,1,0,0,1,0,2,1,0,1,1,92.7800785951271,1300
4217,0,1,1,0,72,1,2,1,0,2,2,0,2,2,1,1,1,105.75,5841
560,0,0,0,0,15,1,2,0,0,0,0,0,0,0,0,0,3,48.85,5101
4119,1,1,1,0,41,1,2,1,2,0,2,0,0,0,0,1,0,83.75,2847
9194,0,0,0,0,28,1,0,1,0,0,0,0,1,0,0,1,2,80.07607730552733,2018
6129,0,1,1,0,3,1,0,1,0,2,0,0,0,0,0,1,0,74.6,2025
9223,1,0,1,0,29,1,2,1,1,1,0,0,0,0,0,1,2,83.16685107456712,2112
2188,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,44.75,3747
4105,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,19.4,6391
1823,1,0,0,0,24,1,0,0,2,0,0,0,0,0,0,1,0,49.55,385
2072,1,1,0,0,5,1,0,1,0,0,0,0,0,0,0,1,3,71.45,3199
7630,0,0,0,0,25,1,0,1,0,1,2,0,2,2,0,1,2,98.48231646075031,2175
4357,1,0,1,0,60,1,0,2,1,1,1,1,1,1,2,1,0,20.5,367
5128,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,116.4,6225
5284,1,1,0,0,19,1,0,1,2,0,0,0,0,2,0,1,2,87.3,1108
2311,1,0,0,1,41,1,0,0,2,2,2,0,2,0,1,0,3,70.2,2497
3458,1,0,0,0,24,1,2,2,1,1,1,1,1,1,1,0,2,24.6,4856
6297,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,1,1,20.7,6133
4598,0,0,0,0,12,1,2,1,0,0,0,2,0,0,0,1,1,79.55,6462
1565,1,1,1,0,27,1,0,1,0,0,0,0,0,0,0,1,2,70.55,1548
7299,0,0,0,0,8,1,1,0,1,0,0,0,0,0,0,0,1,59.45406991153672,4189
4815,0,0,0,0,29,1,0,0,2,0,2,2,0,0,1,0,1,58.0,1244
103,1,0,1,1,27,1,2,1,0,2,0,2,0,0,0,1,1,85.2,1769
7549,0,0,1,0,9,1,1,1,0,0,0,0,0,2,0,0,2,87.35941450019635,6218
5558,0,0,0,0,13,1,0,2,1,1,1,1,1,1,0,0,1,19.45,1954
9242,0,0,0,0,7,1,2,1,0,0,0,0,0,2,0,1,2,84.88927585898023,5192
678,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,1,44.05,1650
6708,1,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,3,55.625693325029886,259
5485,1,0,1,0,70,1,0,1,2,2,0,2,0,0,2,0,0,84.6,4708
8895,0,0,1,0,44,0,0,0,0,2,0,1,0,0,0,0,1,54.66337332963924,1961
6645,0,0,0,0,6,1,1,1,0,0,0,0,2,0,0,0,2,86.93832466799742,4792
1772,0,0,1,1,5,0,1,0,0,2,0,0,0,0,0,1,2,30.5,1153
5471,1,1,0,0,3,1,2,1,0,2,2,0,2,2,0,1,2,105.0,2542
2058,0,0,1,1,71,1,0,0,2,2,2,2,0,0,2,0,1,64.05,3807
9562,0,0,0,0,37,1,2,1,0,0,0,0,1,1,0,1,2,96.12095563360992,3101
4614,0,0,1,1,69,0,1,0,2,0,2,0,0,2,2,1,1,43.95,2556
1658,1,0,1,1,68,1,2,0,2,2,2,2,2,2,2,1,1,92.2,5154
5525,1,0,0,0,16,1,0,1,2,0,0,0,2,2,0,1,2,94.25,880
240,0,0,0,0,31,0,1,0,2,2,0,2,0,2,2,1,0,49.85,942
6124,1,0,0,0,57,1,0,2,1,1,1,1,1,1,2,0,3,20.75,226
8285,0,0,0,0,4,1,2,0,1,0,0,0,0,0,0,1,2,70.50500733396332,4926
7054,0,0,0,0,10,0,0,1,0,1,0,0,0,0,0,0,0,23.34375284958005,6215
4675,0,0,1,0,71,1,0,2,1,1,1,1,1,1,2,1,0,20.9,888
7470,0,1,0,0,42,1,0,1,0,0,0,0,0,2,0,1,2,85.87838234816846,3114
2105,1,0,0,1,1,1,0,0,0,0,2,0,0,0,0,1,2,49.85,4146
7566,0,0,0,0,1,1,0,1,0,1,0,0,2,0,0,0,2,84.32754858694913,6172
7625,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,2,41.29937315936387,568
546,1,0,0,0,16,1,0,1,0,0,0,2,0,0,0,1,1,74.55,318
9226,0,0,0,0,53,1,1,0,0,0,0,0,2,1,1,1,1,71.00960415263094,3202
9271,0,0,0,0,7,1,1,0,2,0,0,2,0,2,0,0,1,74.89450803340334,4666
1936,0,0,1,1,48,0,1,0,0,0,0,2,0,0,0,1,1,29.5,777
5937,0,0,0,0,32,1,2,1,0,0,2,0,2,2,0,1,2,101.35,2893
1635,1,0,1,1,54,1,0,1,0,2,0,2,0,0,2,1,0,79.95,3706
7573,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,2,46.71094036104964,1854
3898,1,0,1,1,69,1,0,0,2,2,0,2,2,2,2,0,0,80.65,4600
5111,0,0,0,0,61,1,2,1,0,0,2,2,2,2,2,1,2,106.6,5174
6954,0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.44674777224822,5719
66,0,0,0,0,46,1,0,0,0,0,0,0,0,2,1,0,1,55.65,2339
6172,0,0,1,1,67,1,2,1,0,2,2,2,2,2,1,1,1,112.35,5708
2768,1,0,1,1,52,1,0,2,1,1,1,1,1,1,1,1,1,20.85,142
7590,1,0,0,0,13,1,1,1,0,0,0,2,1,0,0,1,1,89.86049739040894,330
6651,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,1,76.29354141175699,811
1125,0,0,1,1,62,1,2,0,0,0,0,0,2,2,0,1,1,70.45,3662
2462,0,0,0,0,61,1,2,0,2,0,2,2,2,2,2,0,1,86.45,4342
381,1,0,1,1,44,1,2,2,1,1,1,1,1,1,1,0,3,25.7,214
9517,0,0,0,0,15,1,0,1,0,2,1,0,1,0,0,0,1,89.49932376481547,796
6781,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.14740394072935,5440
6734,0,1,0,0,29,1,1,1,0,0,2,2,2,2,0,1,2,101.19625019647304,2505
3130,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.4,1482
261,1,1,0,0,8,1,0,1,0,2,0,0,0,0,0,1,2,74.5,4955
3048,1,0,1,1,19,1,2,1,0,0,0,2,2,2,1,1,2,100.95,1451
7927,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,2,70.7711811026432,4289
8170,0,0,0,0,11,1,2,1,0,0,2,1,2,2,0,1,0,103.55270616188264,258
9031,0,0,1,0,34,1,2,1,0,1,1,0,0,2,0,1,2,95.15353599619245,2795
846,1,0,1,0,16,1,2,1,0,0,0,0,0,0,0,1,2,75.4,350
3214,0,1,0,0,15,1,0,1,0,0,0,0,2,2,0,1,2,91.5,733
6055,1,0,1,1,15,1,2,1,0,0,0,0,0,0,0,1,0,74.9,204
2182,0,0,1,0,67,1,2,0,2,2,2,0,0,2,1,0,3,75.1,4283
3530,1,1,1,0,72,1,2,1,2,2,2,2,2,2,0,1,1,112.9,6045
158,0,1,0,0,15,1,2,1,0,0,0,0,0,0,0,1,3,74.45,277
9123,0,0,0,0,49,1,1,0,0,0,0,0,1,0,0,0,1,73.58563912691818,3076
7192,0,0,0,0,3,1,2,1,0,0,1,0,0,1,0,0,2,85.68023597055415,2222
5963,1,0,0,0,10,1,2,1,0,0,0,0,0,0,0,0,2,75.05,5941
9150,1,0,1,0,48,1,2,0,1,0,2,1,1,1,0,0,1,84.30107949211403,3468
533,1,0,0,0,52,1,0,0,2,2,0,0,2,0,2,1,1,63.25,2900
4730,0,0,0,0,13,1,0,1,0,0,0,0,2,0,0,1,3,81.9,60
1002,1,0,0,0,29,1,0,0,0,0,2,2,2,2,1,1,0,75.35,1878
6103,1,0,0,1,9,1,0,0,0,2,0,0,0,0,0,1,2,50.1,4085
6538,0,0,0,0,17,1,0,1,0,0,0,0,0,0,0,1,2,69.01025639506804,283
7904,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,2,81.77670732362402,5912
8630,1,0,1,0,41,1,2,1,0,0,2,0,2,2,0,1,2,100.62822853291799,3617
6796,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.37483099373158,5769
8076,1,0,0,0,69,1,2,1,0,0,2,1,2,2,2,1,0,105.59711049619781,5695
4554,1,0,1,1,17,1,0,1,2,0,2,0,2,0,0,1,2,89.4,969
865,1,0,0,0,24,1,0,1,0,0,0,0,0,2,0,1,1,79.85,1628
4627,0,0,1,0,41,0,1,0,0,2,0,2,0,0,1,0,3,35.45,716
3578,1,0,0,0,22,1,2,1,0,2,0,0,2,2,0,1,2,100.65,2058
7647,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.125303172320613,1608
2644,1,1,1,0,60,1,2,1,0,0,0,2,2,2,0,1,2,99.0,4926
6829,0,0,0,0,29,1,0,1,0,1,1,0,0,0,0,1,2,79.42835763573949,2006
7826,0,0,0,0,6,1,0,1,0,0,1,1,0,0,0,0,1,80.8409926711205,1787
715,1,0,0,1,63,0,1,0,2,2,0,2,0,0,1,1,0,40.6,2239
7906,0,0,0,0,3,1,1,1,0,0,0,0,2,2,0,1,2,95.49747972202613,2525
6839,0,0,0,0,48,1,2,1,0,2,1,0,2,2,0,1,0,103.67949264449858,4265
5520,1,1,0,0,11,1,0,1,0,0,0,0,0,2,0,1,1,79.15,6121
4480,1,1,1,0,63,1,2,1,2,2,2,0,2,2,2,0,1,108.5,5495
1682,1,0,1,0,17,1,0,1,0,0,2,0,2,2,1,1,0,96.65,1039
7700,0,0,0,1,6,1,0,0,1,0,0,0,0,0,0,1,2,36.541741701449524,1375
584,1,0,1,1,68,1,2,2,1,1,1,1,1,1,2,0,0,25.4,1088
8051,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,1,2,74.86957315890763,2793
6543,1,0,1,0,17,1,0,0,0,0,2,0,0,2,0,0,2,61.01741289103355,6513
3276,1,0,1,1,64,1,2,1,0,2,2,2,2,2,2,1,1,109.2,5342
7446,0,0,0,0,10,1,0,1,0,1,0,1,2,2,0,1,2,99.59657606592019,6510
5206,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.25,1480
8039,1,0,0,0,21,1,1,1,0,2,2,1,2,1,0,0,2,107.83528943040525,1954
4640,1,0,1,1,9,1,0,1,0,2,0,2,2,2,0,1,2,101.5,6337
8319,0,0,1,0,33,1,1,1,0,0,0,0,0,0,0,0,1,78.29280981177243,2233
3302,1,0,0,0,63,1,2,1,0,2,0,0,0,2,1,0,1,90.45,4801
1690,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,3,45.65,2809
4320,1,0,1,0,31,1,0,0,0,0,2,2,0,2,0,1,1,66.4,1649
8489,0,0,0,0,49,1,1,1,1,2,1,0,2,2,1,1,1,102.64074739225973,4114
7967,0,0,0,0,3,1,2,1,0,0,0,0,2,2,0,1,2,97.0149119271438,2517
3267,0,1,1,0,50,1,2,1,0,2,2,0,2,0,0,1,2,95.05,4128
2115,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,71.55,5570
4308,1,0,1,0,10,1,0,1,0,2,0,2,2,2,0,1,2,99.85,6516
6881,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.39334118218253,1482
471,1,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,1,20.05,2296
5698,1,0,1,0,50,1,2,1,2,0,2,0,2,2,1,1,2,103.95,4385
1662,1,0,1,0,54,0,1,0,0,2,0,0,0,0,0,0,2,30.4,1092
8093,1,0,1,0,10,1,2,1,0,0,0,1,0,0,0,1,0,84.55841489249809,2168
4929,1,0,0,1,71,1,0,0,2,2,2,2,2,0,2,1,1,76.9,4588
